datetime,region,latitude,longitude,wind_speed_kmh,pressure_hpa,humidity_pct,rainfall_mm,air_temp_c,tide_height_m,wave_height_m,sst_c,salinity_ppt,chlorophyll_mg_m3,turbidity_ntu,month,season,threat_type
2022-04-06,Daman,20.4,72.83,17.35,1009.23,79.9,1.06,27.04,0.44,0.84,29.95,35.71,0.456,1.02,4,Pre-Monsoon,No Threat
2022-04-07,Daman,20.4,72.83,15.63,1017.13,72.98,0.46,30.92,1.16,2.39,27.9,35.37,0.103,1.45,4,Pre-Monsoon,No Threat
2022-04-08,Daman,20.4,72.83,10.96,1010.92,70.65,5.58,29.94,1.35,2.46,26.62,34.81,0.068,1.38,4,Pre-Monsoon,No Threat
2022-04-09,Daman,20.4,72.83,24.19,1001.19,100.0,2.57,32.75,0.05,2.4,27.57,35.28,0.449,1.91,4,Pre-Monsoon,No Threat
2022-04-10,Daman,20.4,72.83,21.11,1013.06,85.71,1.5,28.92,0.68,2.23,29.98,35.11,0.132,1.03,4,Pre-Monsoon,No Threat
2022-04-11,Daman,20.4,72.83,11.55,1003.42,91.47,0.25,25.29,1.9,0.51,29.5,35.62,0.58,3.25,4,Pre-Monsoon,No Threat
2022-04-12,Daman,20.4,72.83,19.51,1008.69,80.38,2.63,28.68,1.61,1.91,29.35,34.67,0.132,1.49,4,Pre-Monsoon,No Threat
2022-04-13,Daman,20.4,72.83,8.57,1011.62,79.15,0.87,29.97,2.0,1.21,28.0,35.41,0.551,0.9,4,Pre-Monsoon,Erosion
2022-04-14,Daman,20.4,72.83,15.59,1008.24,80.32,1.59,27.54,0.31,2.64,26.62,34.93,0.066,2.29,4,Pre-Monsoon,No Threat
2022-04-15,Daman,20.4,72.83,12.87,1011.47,58.33,2.48,31.52,1.7,1.88,26.83,35.35,0.48,1.41,4,Pre-Monsoon,No Threat
2022-04-16,Daman,20.4,72.83,22.1,1003.05,83.36,1.86,31.43,2.66,1.72,28.34,35.18,0.349,1.07,4,Pre-Monsoon,Algal Bloom
2022-04-17,Daman,20.4,72.83,15.99,1012.08,64.75,0.11,27.5,0.08,2.87,28.63,35.6,0.115,1.28,4,Pre-Monsoon,Erosion
2022-04-18,Daman,20.4,72.83,19.21,1002.13,78.17,0.09,27.89,1.51,0.92,28.44,35.08,0.26,2.12,4,Pre-Monsoon,Algal Bloom
2022-04-19,Daman,20.4,72.83,16.59,1003.29,79.06,3.35,27.86,1.5,2.12,27.84,34.76,1.071,1.17,4,Pre-Monsoon,No Threat
2022-04-20,Daman,20.4,72.83,15.25,1009.97,68.93,1.87,31.07,1.8,2.31,28.95,35.21,0.417,3.73,4,Pre-Monsoon,No Threat
2022-04-21,Daman,20.4,72.83,15.62,1001.59,88.13,0.24,31.0,0.4,2.88,26.9,35.93,0.179,0.73,4,Pre-Monsoon,No Threat
2022-04-22,Daman,20.4,72.83,10.99,1003.77,75.92,1.9,27.76,2.03,2.97,30.93,34.22,0.427,2.02,4,Pre-Monsoon,No Threat
2022-04-23,Daman,20.4,72.83,3.21,1008.35,93.48,0.06,31.84,2.3,1.24,27.59,34.83,0.257,2.17,4,Pre-Monsoon,No Threat
2022-04-24,Daman,20.4,72.83,32.69,1007.22,79.55,2.84,29.0,0.89,2.0,26.57,35.48,0.176,2.49,4,Pre-Monsoon,No Threat
2022-04-25,Daman,20.4,72.83,15.33,1003.84,85.85,0.4,32.03,1.44,1.9,28.33,34.97,0.478,5.16,4,Pre-Monsoon,No Threat
2022-04-26,Daman,20.4,72.83,18.89,1000.5,65.42,2.79,33.12,0.49,2.82,27.62,34.55,0.119,2.91,4,Pre-Monsoon,No Threat
2022-04-27,Daman,20.4,72.83,20.72,1002.38,68.95,7.17,27.05,2.53,1.08,27.3,33.79,0.554,1.65,4,Pre-Monsoon,Algal Bloom
2022-04-28,Daman,20.4,72.83,10.56,1002.54,64.6,1.07,30.44,1.16,1.32,28.1,35.47,0.225,2.17,4,Pre-Monsoon,No Threat
2022-04-29,Daman,20.4,72.83,0.0,1012.48,95.25,0.8,29.91,2.2,1.89,28.27,35.77,0.43,1.86,4,Pre-Monsoon,Erosion
2022-04-30,Daman,20.4,72.83,28.91,1007.8,89.04,2.03,31.56,1.27,3.58,30.44,35.08,0.199,0.58,4,Pre-Monsoon,No Threat
2022-05-01,Daman,20.4,72.83,9.47,1017.66,78.65,0.2,24.94,2.39,1.07,29.54,35.25,0.059,0.87,5,Pre-Monsoon,No Threat
2022-05-02,Daman,20.4,72.83,16.97,1007.48,66.05,1.08,28.42,1.77,1.49,27.54,34.12,0.3,1.45,5,Pre-Monsoon,No Threat
2022-05-03,Daman,20.4,72.83,13.54,1008.65,73.53,0.69,25.91,1.17,0.84,29.48,35.1,0.545,1.85,5,Pre-Monsoon,No Threat
2022-05-04,Daman,20.4,72.83,20.14,1005.23,85.27,0.18,29.89,1.7,1.04,29.2,34.43,0.295,1.67,5,Pre-Monsoon,No Threat
2022-05-05,Daman,20.4,72.83,11.17,997.55,77.01,0.27,33.27,2.24,0.65,29.06,34.3,0.155,2.11,5,Pre-Monsoon,No Threat
2022-05-06,Daman,20.4,72.83,23.2,1003.65,60.14,1.34,30.21,1.49,1.19,28.9,34.75,0.281,0.89,5,Pre-Monsoon,Pollution
2022-05-07,Daman,20.4,72.83,26.22,1008.93,87.71,0.39,27.47,1.17,1.71,27.17,34.53,0.199,0.39,5,Pre-Monsoon,No Threat
2022-05-08,Daman,20.4,72.83,18.55,1007.95,75.34,0.85,30.71,1.39,3.36,28.32,34.04,0.356,1.3,5,Pre-Monsoon,No Threat
2022-05-09,Daman,20.4,72.83,9.15,1003.84,86.64,0.51,34.92,0.32,1.19,27.81,35.01,0.205,1.64,5,Pre-Monsoon,No Threat
2022-05-10,Daman,20.4,72.83,10.76,1000.77,77.95,6.13,33.7,1.77,0.69,29.13,35.4,0.417,2.32,5,Pre-Monsoon,No Threat
2022-05-11,Daman,20.4,72.83,12.03,1005.14,72.65,1.48,32.81,2.29,1.26,28.99,33.99,0.08,2.99,5,Pre-Monsoon,No Threat
2022-05-12,Daman,20.4,72.83,10.52,1013.74,70.71,2.39,26.97,1.07,2.64,28.34,35.14,0.165,1.07,5,Pre-Monsoon,No Threat
2022-05-13,Daman,20.4,72.83,14.58,1000.95,74.24,0.98,32.85,1.12,1.28,28.93,33.91,0.116,1.62,5,Pre-Monsoon,No Threat
2022-05-14,Daman,20.4,72.83,18.83,996.76,84.33,1.08,27.69,1.32,2.08,27.79,35.06,0.095,1.81,5,Pre-Monsoon,No Threat
2022-05-15,Daman,20.4,72.83,0.45,1008.99,57.6,1.66,33.15,1.78,0.73,27.96,36.0,0.257,0.9,5,Pre-Monsoon,No Threat
2021-01-01,Gujarat (Saurashtra),21.46,70.66,3.89,1005.43,67.05,0.06,26.84,2.99,1.16,25.92,34.8,0.399,1.4,1,Winter,No Threat
2021-01-02,Gujarat (Saurashtra),21.46,70.66,8.87,997.49,65.73,0.09,25.67,2.19,1.44,26.43,34.4,0.138,1.9,1,Winter,No Threat
2021-01-03,Gujarat (Saurashtra),21.46,70.66,8.42,1014.42,67.52,0.68,21.48,2.26,1.53,26.15,34.44,0.407,1.18,1,Winter,No Threat
2021-01-04,Gujarat (Saurashtra),21.46,70.66,29.21,1015.97,71.54,6.07,26.84,2.36,2.01,26.44,34.71,0.287,1.36,1,Winter,No Threat
2021-01-05,Gujarat (Saurashtra),21.46,70.66,10.98,1005.82,47.58,0.96,25.75,1.54,0.91,26.89,34.55,0.076,0.99,1,Winter,No Threat
2021-01-06,Gujarat (Saurashtra),21.46,70.66,18.24,1004.58,57.38,3.29,25.93,1.04,2.56,27.89,35.16,0.22,2.99,1,Winter,No Threat
2021-01-07,Gujarat (Saurashtra),21.46,70.66,28.27,1001.48,72.73,1.31,23.96,2.69,1.91,27.85,34.96,0.456,1.59,1,Winter,No Threat
2021-01-08,Gujarat (Saurashtra),21.46,70.66,2.37,1015.97,40.0,4.54,25.46,0.0,0.16,25.43,35.48,0.569,1.02,1,Winter,No Threat
2021-01-09,Gujarat (Saurashtra),21.46,70.66,11.96,1009.76,73.81,2.2,28.79,0.27,1.27,26.25,35.66,0.134,0.54,1,Winter,No Threat
2021-01-10,Gujarat (Saurashtra),21.46,70.66,16.75,998.48,74.21,2.02,27.86,0.81,1.17,24.39,35.01,0.388,0.56,1,Winter,No Threat
2021-01-11,Gujarat (Saurashtra),21.46,70.66,13.3,1009.97,53.48,1.17,25.98,1.83,1.34,24.78,34.35,0.837,0.71,1,Winter,Pollution
2021-01-12,Gujarat (Saurashtra),21.46,70.66,9.47,1005.51,74.2,1.27,24.94,1.72,1.06,26.5,35.08,0.203,2.03,1,Winter,No Threat
2021-01-13,Gujarat (Saurashtra),21.46,70.66,15.15,995.57,78.05,1.9,22.68,1.63,2.72,26.46,34.78,0.118,1.11,1,Winter,No Threat
2021-01-14,Gujarat (Saurashtra),21.46,70.66,30.68,1003.65,40.0,0.05,26.96,1.49,1.21,27.33,34.6,0.43,0.84,1,Winter,No Threat
2021-01-15,Gujarat (Saurashtra),21.46,70.66,24.92,1006.24,72.44,0.87,28.71,2.13,1.99,24.17,34.57,0.195,0.47,1,Winter,No Threat
2021-01-16,Gujarat (Saurashtra),21.46,70.66,19.2,1005.94,60.42,1.0,23.5,2.21,1.9,25.03,33.75,0.117,0.51,1,Winter,No Threat
2021-01-17,Gujarat (Saurashtra),21.46,70.66,20.2,1006.59,71.28,1.68,29.84,1.82,1.98,24.35,35.26,0.315,0.82,1,Winter,No Threat
2021-01-18,Gujarat (Saurashtra),21.46,70.66,3.91,1012.94,66.6,2.57,25.63,2.08,2.85,25.56,34.71,0.08,0.68,1,Winter,No Threat
2021-01-19,Gujarat (Saurashtra),21.46,70.66,17.73,1008.23,77.57,0.02,30.26,1.35,1.82,27.48,34.49,0.216,1.45,1,Winter,No Threat
2021-01-20,Gujarat (Saurashtra),21.46,70.66,18.57,1013.2,74.45,4.18,24.36,1.02,1.86,26.12,34.72,0.209,3.61,1,Winter,No Threat
2021-01-21,Gujarat (Saurashtra),21.46,70.66,19.65,1005.2,65.9,0.58,29.83,1.69,0.62,27.77,33.2,0.556,0.51,1,Winter,No Threat
2021-01-22,Gujarat (Saurashtra),21.46,70.66,28.72,1005.24,68.54,1.22,25.18,2.46,1.87,24.69,34.28,1.663,2.98,1,Winter,No Threat
2021-01-23,Gujarat (Saurashtra),21.46,70.66,6.99,1017.54,57.88,0.06,31.41,1.71,1.33,26.23,34.25,0.134,1.17,1,Winter,No Threat
2021-01-24,Gujarat (Saurashtra),21.46,70.66,0.69,1013.31,70.03,2.12,28.29,1.46,2.09,27.11,34.85,0.189,1.64,1,Winter,No Threat
2021-01-25,Gujarat (Saurashtra),21.46,70.66,18.43,1007.58,68.02,0.62,29.41,1.27,1.62,24.63,34.87,1.698,2.31,1,Winter,No Threat
2021-01-26,Gujarat (Saurashtra),21.46,70.66,15.12,1004.11,44.53,1.49,24.63,1.05,1.81,25.96,33.81,0.111,0.71,1,Winter,No Threat
2021-01-27,Gujarat (Saurashtra),21.46,70.66,13.12,1002.44,75.82,4.45,26.07,1.42,1.78,28.96,33.57,0.408,2.61,1,Winter,No Threat
2021-01-28,Gujarat (Saurashtra),21.46,70.66,27.21,995.38,67.69,1.13,22.55,2.14,2.27,26.33,35.71,0.278,1.99,1,Winter,No Threat
2021-01-29,Gujarat (Saurashtra),21.46,70.66,16.9,1002.66,67.93,0.32,23.91,1.35,1.5,25.04,35.04,1.136,0.45,1,Winter,No Threat
2021-01-30,Gujarat (Saurashtra),21.46,70.66,10.66,1008.3,76.69,2.24,26.57,2.01,1.26,26.0,33.28,0.205,1.45,1,Winter,Erosion
2021-01-31,Gujarat (Saurashtra),21.46,70.66,21.64,1014.48,63.53,1.74,21.96,0.84,1.98,25.36,34.65,0.54,1.56,1,Winter,No Threat
2021-02-01,Gujarat (Saurashtra),21.46,70.66,7.27,1008.6,83.61,0.99,26.06,1.55,1.99,26.47,34.49,1.354,1.39,2,Winter,No Threat
2021-02-02,Gujarat (Saurashtra),21.46,70.66,19.6,1001.27,67.7,1.4,26.18,1.67,1.94,25.55,36.0,0.254,1.75,2,Winter,No Threat
2021-02-03,Gujarat (Saurashtra),21.46,70.66,17.54,991.59,59.43,0.8,23.4,1.15,1.86,24.49,34.25,0.211,0.93,2,Winter,No Threat
2021-02-04,Gujarat (Saurashtra),21.46,70.66,15.12,1006.58,66.37,1.41,27.29,1.19,3.12,25.67,34.61,0.619,1.55,2,Winter,No Threat
2021-02-05,Gujarat (Saurashtra),21.46,70.66,8.18,995.4,65.11,0.35,24.7,1.73,0.96,26.48,34.96,0.274,0.95,2,Winter,Pollution
2021-02-06,Gujarat (Saurashtra),21.46,70.66,16.06,999.21,57.19,1.46,27.24,1.46,1.41,25.82,35.25,0.829,5.28,2,Winter,No Threat
2021-02-07,Gujarat (Saurashtra),21.46,70.66,10.83,1011.48,86.73,2.36,30.4,2.1,0.3,25.73,33.36,0.912,0.78,2,Winter,No Threat
2021-02-08,Gujarat (Saurashtra),21.46,70.66,13.23,996.5,57.52,0.58,26.66,2.44,1.23,28.38,34.39,0.649,2.01,2,Winter,No Threat
2021-02-09,Gujarat (Saurashtra),21.46,70.66,8.39,996.23,73.24,0.1,25.05,1.78,0.57,26.92,35.42,0.333,0.84,2,Winter,No Threat
2021-02-10,Gujarat (Saurashtra),21.46,70.66,27.13,1002.46,62.4,3.89,25.45,2.16,2.36,24.55,34.79,0.715,1.2,2,Winter,No Threat
2021-02-11,Gujarat (Saurashtra),21.46,70.66,13.34,1000.89,58.82,0.93,20.75,2.1,2.25,27.49,35.16,0.351,1.07,2,Winter,No Threat
2021-02-12,Gujarat (Saurashtra),21.46,70.66,0.81,1015.43,54.68,0.86,25.81,1.21,2.23,26.62,34.77,0.409,0.83,2,Winter,No Threat
2021-02-13,Gujarat (Saurashtra),21.46,70.66,17.49,1001.38,78.62,1.72,26.06,1.04,2.81,25.17,34.24,1.143,0.9,2,Winter,No Threat
2021-02-14,Gujarat (Saurashtra),21.46,70.66,11.41,1014.23,58.9,2.56,25.18,0.52,1.58,26.02,34.52,0.668,2.03,2,Winter,No Threat
2021-02-15,Gujarat (Saurashtra),21.46,70.66,1.91,1012.7,81.48,0.79,25.89,1.46,2.03,26.36,35.13,0.225,2.44,2,Winter,No Threat
2021-02-16,Gujarat (Saurashtra),21.46,70.66,19.11,1001.52,62.06,2.03,25.86,2.59,1.13,25.45,34.74,0.925,1.79,2,Winter,No Threat
2021-02-17,Gujarat (Saurashtra),21.46,70.66,4.69,1002.85,83.2,1.88,26.01,1.53,1.49,24.28,34.43,0.214,1.01,2,Winter,No Threat
2021-02-18,Gujarat (Saurashtra),21.46,70.66,23.41,1008.74,57.54,0.1,26.23,1.29,1.58,26.3,35.01,0.209,0.76,2,Winter,No Threat
2021-02-19,Gujarat (Saurashtra),21.46,70.66,21.91,1001.15,67.58,3.33,26.93,2.08,1.08,26.32,34.2,0.836,0.8,2,Winter,No Threat
2021-02-20,Gujarat (Saurashtra),21.46,70.66,21.8,999.92,67.4,2.3,30.9,2.09,1.03,25.13,35.66,0.287,0.99,2,Winter,No Threat
2021-02-21,Gujarat (Saurashtra),21.46,70.66,13.72,1000.23,59.32,3.24,26.2,1.5,2.19,26.59,35.59,0.133,0.92,2,Winter,No Threat
2021-02-22,Gujarat (Saurashtra),21.46,70.66,15.43,1010.16,75.92,1.76,26.27,2.47,2.34,26.55,34.7,0.141,1.1,2,Winter,No Threat
2021-02-23,Gujarat (Saurashtra),21.46,70.66,5.66,1007.69,62.41,2.89,22.52,0.92,1.68,26.92,34.74,0.13,0.4,2,Winter,No Threat
2021-02-24,Gujarat (Saurashtra),21.46,70.66,16.31,1008.79,62.64,0.01,27.74,1.83,1.64,24.88,34.66,0.106,2.43,2,Winter,Pollution
2021-02-25,Gujarat (Saurashtra),21.46,70.66,6.51,1019.0,83.78,1.19,26.65,0.33,0.89,27.0,36.0,0.56,0.83,2,Winter,No Threat
2021-02-26,Gujarat (Saurashtra),21.46,70.66,19.28,1000.17,79.06,1.88,25.17,2.02,1.61,25.55,34.19,0.626,1.61,2,Winter,No Threat
2021-02-27,Gujarat (Saurashtra),21.46,70.66,23.88,992.56,44.0,0.26,22.75,0.98,1.94,27.19,34.61,0.249,2.3,2,Winter,No Threat
2021-02-28,Gujarat (Saurashtra),21.46,70.66,7.06,1010.97,59.28,0.62,23.94,1.64,2.34,28.52,34.76,0.524,1.69,2,Winter,No Threat
2021-03-01,Gujarat (Saurashtra),21.46,70.66,14.15,1014.33,71.43,0.62,27.12,2.47,0.85,27.09,35.19,0.698,0.47,3,Pre-Monsoon,No Threat
2021-03-02,Gujarat (Saurashtra),21.46,70.66,18.9,1000.98,61.34,1.65,28.8,0.74,1.91,28.28,35.53,0.478,0.99,3,Pre-Monsoon,No Threat
2021-03-03,Gujarat (Saurashtra),21.46,70.66,17.71,1002.13,66.94,1.72,32.47,0.98,1.17,30.09,34.66,0.212,1.41,3,Pre-Monsoon,No Threat
2021-03-04,Gujarat (Saurashtra),21.46,70.66,11.23,1017.1,54.33,0.13,32.27,1.77,2.16,27.25,35.15,0.138,1.84,3,Pre-Monsoon,No Threat
2021-03-05,Gujarat (Saurashtra),21.46,70.66,11.76,1011.92,78.04,0.18,28.36,0.67,1.58,28.17,35.4,0.854,1.09,3,Pre-Monsoon,No Threat
2021-03-06,Gujarat (Saurashtra),21.46,70.66,11.82,998.8,92.49,1.91,32.24,1.36,1.96,27.74,34.39,0.417,1.48,3,Pre-Monsoon,No Threat
2021-03-07,Gujarat (Saurashtra),21.46,70.66,19.06,1003.42,81.73,1.17,26.59,1.59,1.7,29.06,34.6,0.172,1.32,3,Pre-Monsoon,No Threat
2021-03-08,Gujarat (Saurashtra),21.46,70.66,20.51,1008.6,80.21,0.2,30.68,1.59,2.55,28.17,34.65,1.002,1.06,3,Pre-Monsoon,No Threat
2021-03-09,Gujarat (Saurashtra),21.46,70.66,18.8,1009.72,73.77,0.99,34.43,2.2,0.48,27.85,34.05,0.275,1.56,3,Pre-Monsoon,No Threat
2021-03-10,Gujarat (Saurashtra),21.46,70.66,16.32,1006.29,80.4,3.57,27.71,1.84,0.96,26.4,35.26,0.127,1.81,3,Pre-Monsoon,No Threat
2021-03-11,Gujarat (Saurashtra),21.46,70.66,6.85,1013.41,82.92,1.94,29.14,1.39,2.34,29.69,34.75,0.676,1.12,3,Pre-Monsoon,No Threat
2021-03-12,Gujarat (Saurashtra),21.46,70.66,20.1,1006.46,63.07,2.23,30.73,2.05,0.75,27.67,34.62,0.075,1.5,3,Pre-Monsoon,No Threat
2021-03-13,Gujarat (Saurashtra),21.46,70.66,10.56,1006.37,65.01,2.2,29.88,1.61,1.63,28.2,34.83,0.063,2.21,3,Pre-Monsoon,No Threat
2021-03-14,Gujarat (Saurashtra),21.46,70.66,14.69,1014.23,55.95,5.94,25.59,2.19,0.91,29.77,35.57,0.197,2.17,3,Pre-Monsoon,No Threat
2021-03-15,Gujarat (Saurashtra),21.46,70.66,28.28,1011.76,75.67,5.59,29.89,1.14,3.34,27.33,34.74,0.406,1.44,3,Pre-Monsoon,No Threat
2021-03-16,Gujarat (Saurashtra),21.46,70.66,18.55,1013.86,74.89,0.15,32.09,0.49,2.67,29.45,34.21,0.94,1.03,3,Pre-Monsoon,No Threat
2021-03-17,Gujarat (Saurashtra),21.46,70.66,4.24,1009.9,78.73,0.62,34.46,1.01,1.09,29.33,34.23,0.097,2.53,3,Pre-Monsoon,No Threat
2021-03-18,Gujarat (Saurashtra),21.46,70.66,18.84,1011.95,76.63,1.7,30.41,1.94,2.27,27.87,34.24,0.635,1.55,3,Pre-Monsoon,No Threat
2021-03-19,Gujarat (Saurashtra),21.46,70.66,24.1,999.85,71.35,0.17,32.93,1.58,2.64,28.11,35.41,0.191,1.48,3,Pre-Monsoon,No Threat
2021-03-20,Gujarat (Saurashtra),21.46,70.66,20.28,1012.21,69.65,1.96,26.21,1.32,2.13,29.1,34.84,0.654,1.53,3,Pre-Monsoon,No Threat
2021-03-21,Gujarat (Saurashtra),21.46,70.66,16.75,1012.33,71.96,0.14,28.53,2.21,1.48,27.48,35.28,0.796,1.97,3,Pre-Monsoon,No Threat
2021-03-22,Gujarat (Saurashtra),21.46,70.66,23.62,1002.47,88.99,0.21,29.77,1.64,0.91,27.54,35.19,0.291,0.72,3,Pre-Monsoon,No Threat
2021-03-23,Gujarat (Saurashtra),21.46,70.66,21.37,1009.7,65.0,2.21,27.42,1.63,1.19,28.54,35.52,1.359,1.51,3,Pre-Monsoon,No Threat
2021-03-24,Gujarat (Saurashtra),21.46,70.66,0.54,1007.7,84.65,0.15,26.59,2.07,0.1,29.57,35.64,1.806,1.55,3,Pre-Monsoon,No Threat
2021-03-25,Gujarat (Saurashtra),21.46,70.66,11.57,1000.0,68.7,1.59,26.27,1.73,1.27,27.06,35.58,0.162,2.23,3,Pre-Monsoon,No Threat
2021-03-26,Gujarat (Saurashtra),21.46,70.66,10.89,1005.72,79.37,2.38,32.46,2.6,1.08,29.45,34.99,0.191,2.25,3,Pre-Monsoon,No Threat
2021-03-27,Gujarat (Saurashtra),21.46,70.66,11.9,1003.0,68.14,1.94,30.41,1.34,1.56,29.85,34.27,0.412,1.53,3,Pre-Monsoon,No Threat
2021-03-28,Gujarat (Saurashtra),21.46,70.66,11.12,1002.63,82.38,0.23,29.1,1.75,1.51,29.49,34.18,0.404,0.78,3,Pre-Monsoon,No Threat
2021-03-29,Gujarat (Saurashtra),21.46,70.66,13.57,999.62,63.79,2.53,30.36,1.66,2.74,29.35,34.61,0.114,2.15,3,Pre-Monsoon,No Threat
2021-03-30,Gujarat (Saurashtra),21.46,70.66,17.83,1011.03,72.54,1.22,30.22,1.18,1.46,29.29,35.12,0.172,0.59,3,Pre-Monsoon,Algal Bloom
2021-03-31,Gujarat (Saurashtra),21.46,70.66,27.57,1006.84,88.33,0.1,24.21,0.46,0.72,26.64,35.65,0.188,0.76,3,Pre-Monsoon,No Threat
2021-04-01,Gujarat (Saurashtra),21.46,70.66,24.07,1002.79,52.78,2.2,31.3,1.43,2.48,27.11,34.57,0.589,3.89,4,Pre-Monsoon,No Threat
2021-04-02,Gujarat (Saurashtra),21.46,70.66,18.75,1001.87,71.39,0.53,27.86,1.7,2.48,27.93,35.06,0.412,1.57,4,Pre-Monsoon,No Threat
2021-04-03,Gujarat (Saurashtra),21.46,70.66,12.35,1008.55,63.96,1.06,26.49,2.29,1.72,29.38,35.23,0.725,2.0,4,Pre-Monsoon,No Threat
2021-04-04,Gujarat (Saurashtra),21.46,70.66,24.99,1009.91,66.46,2.25,31.29,1.41,2.2,28.03,34.81,0.46,3.1,4,Pre-Monsoon,No Threat
2021-04-05,Gujarat (Saurashtra),21.46,70.66,8.66,1011.03,83.45,1.59,34.19,1.44,2.47,26.41,34.16,0.368,1.36,4,Pre-Monsoon,No Threat
2021-04-06,Gujarat (Saurashtra),21.46,70.66,24.52,1000.8,55.9,0.13,26.52,1.53,1.28,29.78,34.41,0.323,2.29,4,Pre-Monsoon,No Threat
2021-04-07,Gujarat (Saurashtra),21.46,70.66,15.44,1002.87,90.33,1.16,27.71,0.95,1.48,29.64,34.5,0.486,0.91,4,Pre-Monsoon,No Threat
2021-04-08,Gujarat (Saurashtra),21.46,70.66,31.74,995.23,80.32,2.36,31.07,1.81,1.92,28.25,34.41,0.192,1.27,4,Pre-Monsoon,No Threat
2021-04-09,Gujarat (Saurashtra),21.46,70.66,30.15,1010.22,79.08,0.09,24.88,1.71,0.71,27.8,34.98,0.376,1.25,4,Pre-Monsoon,No Threat
2021-04-10,Gujarat (Saurashtra),21.46,70.66,21.2,997.09,70.21,0.04,33.14,2.25,1.93,27.77,35.28,0.198,1.05,4,Pre-Monsoon,No Threat
2021-04-11,Gujarat (Saurashtra),21.46,70.66,8.21,1004.4,53.08,1.78,27.68,1.76,1.82,29.86,34.63,0.508,1.08,4,Pre-Monsoon,No Threat
2021-04-12,Gujarat (Saurashtra),21.46,70.66,7.92,1003.56,75.92,0.65,30.68,1.08,1.75,27.36,36.0,1.01,0.79,4,Pre-Monsoon,No Threat
2021-04-13,Gujarat (Saurashtra),21.46,70.66,14.66,1001.3,83.45,2.22,26.9,1.0,0.68,27.44,35.35,0.164,1.69,4,Pre-Monsoon,No Threat
2021-04-14,Gujarat (Saurashtra),21.46,70.66,22.58,999.18,58.95,0.16,28.22,1.04,1.97,28.46,34.52,0.226,1.35,4,Pre-Monsoon,No Threat
2021-04-15,Gujarat (Saurashtra),21.46,70.66,10.1,1001.36,83.6,1.32,25.42,0.89,0.39,26.04,34.19,0.224,1.59,4,Pre-Monsoon,Pollution
2021-04-16,Gujarat (Saurashtra),21.46,70.66,16.89,1010.02,73.79,0.44,32.47,0.8,1.99,29.31,35.35,0.273,2.77,4,Pre-Monsoon,No Threat
2021-04-17,Gujarat (Saurashtra),21.46,70.66,10.67,1011.41,87.08,2.22,30.08,0.24,1.88,26.08,34.32,0.485,0.78,4,Pre-Monsoon,No Threat
2021-04-18,Gujarat (Saurashtra),21.46,70.66,19.06,1002.11,84.25,2.8,22.77,1.48,2.26,28.43,33.65,1.193,2.56,4,Pre-Monsoon,No Threat
2021-04-19,Gujarat (Saurashtra),21.46,70.66,17.91,997.24,63.93,0.59,34.42,0.3,2.17,27.36,34.69,0.278,2.39,4,Pre-Monsoon,Erosion
2021-04-20,Gujarat (Saurashtra),21.46,70.66,11.68,1006.35,63.99,1.57,26.86,0.49,1.33,28.26,34.92,0.092,0.86,4,Pre-Monsoon,No Threat
2021-04-21,Gujarat (Saurashtra),21.46,70.66,19.88,1003.88,69.61,0.22,32.22,2.25,1.36,27.54,34.29,0.371,1.38,4,Pre-Monsoon,No Threat
2021-04-22,Gujarat (Saurashtra),21.46,70.66,26.99,999.29,70.84,3.67,32.07,1.58,2.66,27.52,35.75,0.583,4.22,4,Pre-Monsoon,Pollution
2021-04-23,Gujarat (Saurashtra),21.46,70.66,11.98,1000.77,70.43,2.46,26.83,1.88,1.74,29.06,35.09,0.327,1.05,4,Pre-Monsoon,No Threat
2021-04-24,Gujarat (Saurashtra),21.46,70.66,14.26,1004.98,69.03,2.02,29.51,0.63,1.31,27.79,34.77,0.195,0.96,4,Pre-Monsoon,No Threat
2021-04-25,Gujarat (Saurashtra),21.46,70.66,15.55,1013.86,62.35,0.19,32.28,0.55,1.59,27.97,34.76,0.719,1.45,4,Pre-Monsoon,No Threat
2021-04-26,Gujarat (Saurashtra),21.46,70.66,11.48,1002.59,74.28,3.17,31.39,1.63,1.67,28.63,34.54,1.179,4.75,4,Pre-Monsoon,No Threat
2021-04-27,Gujarat (Saurashtra),21.46,70.66,23.0,1005.39,67.42,0.67,34.28,2.05,2.23,27.39,33.61,0.258,2.5,4,Pre-Monsoon,No Threat
2021-04-28,Gujarat (Saurashtra),21.46,70.66,9.94,1004.59,80.33,2.93,29.52,2.57,1.18,29.05,34.36,1.456,1.21,4,Pre-Monsoon,No Threat
2021-04-29,Gujarat (Saurashtra),21.46,70.66,11.08,1012.43,73.46,1.43,30.27,1.95,1.23,27.87,34.95,0.213,0.83,4,Pre-Monsoon,No Threat
2021-04-30,Gujarat (Saurashtra),21.46,70.66,18.47,1013.43,84.35,0.19,24.22,1.34,2.0,28.56,35.42,0.112,1.8,4,Pre-Monsoon,Erosion
2021-05-01,Gujarat (Saurashtra),21.46,70.66,13.09,995.2,58.27,0.52,28.91,1.54,1.86,28.51,34.72,0.479,2.42,5,Pre-Monsoon,No Threat
2021-05-02,Gujarat (Saurashtra),21.46,70.66,11.14,1009.12,73.08,0.11,27.78,2.49,1.09,27.08,34.13,0.255,11.36,5,Pre-Monsoon,Pollution
